Blade ID,Blade Name,Skill,Type,Col,Row,Level,Idea Category,Idea Points,Condition,Count,Result
1001,ホムラ,,Key,1,1,1,,,,,
1001,ホムラ,,Key,1,2,2,Bravery,200,"信頼度を上げよう
",100,日々の積み重ねの賜物ですね
1001,ホムラ,,Key,1,3,3,Bravery,300,"信頼度を上げよう
",1600,料理の腕も上がりそうです
1001,ホムラ,,Key,1,4,4,Bravery,500,"信頼度を上げよう
",4600,もっと強くなれそうです
1001,ホムラ,,Key,1,5,5,Bravery,800,"信頼度を上げよう
",10600,私達の絆の証ですね
1001,ホムラ,フレイムノヴァ,Special,2,1,1,,,,,
1001,ホムラ,フレイムノヴァ,Special,2,2,2,Bravery,200,"グーラでユニークモンスター以外の
フェリス族を倒そう",6,"修行の相手には
ちょうど良かったですね"
1001,ホムラ,フレイムノヴァ,Special,2,3,3,Bravery,300,"フレイムノヴァを使おう
",11,何だろう[ML:Dash ]　力が湧いてくる
1001,ホムラ,フレイムノヴァ,Special,2,4,4,Bravery,500,"ブレイドコンボを使おう
",10,私の力　いかがでしたか？
1001,ホムラ,フレイムノヴァ,Special,2,5,5,Bravery,800,"世界樹で
ヴァッへ・タオースを倒そう
",4,"手強い相手でしたね　勝てたのは
あなたが居てくれたからですね"
1001,ホムラ,プロミネンスリボルト,Special,3,1,1,,,,,
1001,ホムラ,プロミネンスリボルト,Special,3,2,2,Bravery,200,"プロミネンスリボルトを使おう
",7,なかなか様になってきましたよ
1001,ホムラ,プロミネンスリボルト,Special,3,3,3,Bravery,300,"スペルビアで
バフーン・シュリブを倒そう
",5,"なかなかの強敵でしたね
おかげで強くなれましたけど[ML:Dash ]"
1001,ホムラ,プロミネンスリボルト,Special,3,4,4,Bravery,500,"プロミネンスリボルトを使おう
",9,この力で　皆を守りたい
1001,ホムラ,プロミネンスリボルト,Special,3,5,5,Bravery,800,"プロミネンスリボルトを使おう
",10,これまでで一番うまく使えそうです
1001,ホムラ,ブレイズエンド,Special,4,1,1,,,,,
1001,ホムラ,ブレイズエンド,Special,4,2,2,Bravery,200,"ブレイドコンボを使おう
",5,炎の力　見ていただけましたか？
1001,ホムラ,ブレイズエンド,Special,4,3,3,Bravery,300,"ブレイズエンドを使おう
",6,技のキレが良くなったみたいです
1001,ホムラ,ブレイズエンド,Special,4,4,4,Bravery,500,"リベラリタスで
スカッド・タオースを倒そう
",4,"私の前に　立ち塞がるなら
容赦しませんよ　覚悟してください"
1001,ホムラ,ブレイズエンド,Special,4,5,5,Bravery,800,"ブレイズエンドを使おう
",8,希望を紡ぐための力です
1001,ホムラ,浄化の炎,Battle Skill,5,1,1,Truth,100,"ブレイドアーツを使おう
",3,援護しますね
1001,ホムラ,浄化の炎,Battle Skill,5,2,2,Truth,200,"助け起こしをしよう
",10,皆の力になれましたか
1001,ホムラ,浄化の炎,Battle Skill,5,3,3,Truth,300,"リベラリタスのコルレルの家でホムラと話し
キズナトーク・墓前にてを見よう",,"頭の中で　怒鳴らないでよ
もぉ[ML:Dash ]　自分で直接言ってよぉー"
1001,ホムラ,浄化の炎,Battle Skill,5,4,4,Truth,500,"ブレイドアーツを使おう
",7,サポートは任せてください
1001,ホムラ,浄化の炎,Battle Skill,5,5,5,Truth,800,"戦闘中にブレイドスイッチをしよう
（今までの累計で達成できます）",4000,もっと役に立つことができるかな[ML:Dash ]
1001,ホムラ,聖杯の片鱗,Battle Skill,6,1,1,Compassion,100,"ブレイドコンボを使おう
",2,新たな力が身につきましたよ
1001,ホムラ,聖杯の片鱗,Battle Skill,6,2,2,Compassion,200,"ドライバーコンボを使おう
（立ち会うだけでもカウントされます）
",5,私も負けていられませんね
1001,ホムラ,聖杯の片鱗,Battle Skill,6,3,3,Compassion,300,"クリティカル攻撃をしよう
",7,私の力　強くなったみたいです
1001,ホムラ,聖杯の片鱗,Battle Skill,6,4,4,Compassion,500,"アヴァリティアで
キズナトーク・料理人メレフを
見よう",,"うーん　あの二人に料理は
まだ早かったですかね？"
1001,ホムラ,聖杯の片鱗,Battle Skill,6,5,5,Compassion,800,"ドライバーコンボを使おう
（立ち会うだけでもカウントされます）
",12,次は私の力を　お見せしますね
1001,ホムラ,焔の刀身,Battle Skill,7,1,1,,,,,
1001,ホムラ,焔の刀身,Battle Skill,7,2,2,Bravery,200,"クリティカル攻撃をしよう
",5,"まだまだ学ぶべきことは
たくさんありますね"
1001,ホムラ,焔の刀身,Battle Skill,7,3,3,Bravery,300,"たくさん歩こう
（今までの累計で達成できます）",80000,"いろいろな所に行きましたね
これからもよろしくお願いしますね"
1001,ホムラ,焔の刀身,Battle Skill,7,4,4,Bravery,500,"攻撃を回避しよう
",9,うまく使いこなしてみせます
1001,ホムラ,焔の刀身,Battle Skill,7,5,5,Bravery,800,"ブレイドコンボを使おう
",12,"私の得意技ですからね
どんどん使っていきましょう"
1001,ホムラ,火属性の力,Field Skill,8,1,1,,,,,
1001,ホムラ,火属性の力,Field Skill,8,2,2,Bravery,200,"エリアを見つけよう
（今までの累計で達成できます）",12,"いろいろな所へ行きましたね
お気に入りの場所はありましたか？"
1001,ホムラ,火属性の力,Field Skill,8,3,,,,,,
1001,ホムラ,火属性の力,Field Skill,8,4,3,Bravery,500,"採集をしよう
（今までの累計で達成できます）",25,"いろいろなものが採れましたね
料理に使えそうなものはありましたか？"
1001,ホムラ,火属性の力,Field Skill,8,5,,,,,,
1001,ホムラ,集中力,Field Skill,9,1,1,,,,,
1001,ホムラ,集中力,Field Skill,9,2,,,,,,
1001,ホムラ,集中力,Field Skill,9,3,2,Truth,300,"ポーチアイテム・ドリンクの中で
ホムラの好きなものを使おう",4,"セリオスティーって良い香りですね
集中力が高まる気がします"
1001,ホムラ,集中力,Field Skill,9,4,,,,,,
1001,ホムラ,集中力,Field Skill,9,5,3,Truth,800,"戦闘中にボタンチャレンジを成功させよう
（今までの累計で達成できます）",100,タイミング完璧ですね　さすがです
1001,ホムラ,料理,Field Skill,10,1,1,,,,,
1001,ホムラ,料理,Field Skill,10,2,,,,,,
